Comment,Label
ja ke fute kot plakoshqiptarte ne pergjithsi shajne ate qe duan shumekeshtu merzite se protesta ase do kete,0
po ne vllezer shko nise vim ne mbas teje,0
skan koh se jan t zen instagramin,0
ne shqiperi indinjohen vetem po bere pis makinen,0
sa marojm kafen,0
drejt,0
skemi kohe,0
sepse na pelqen merremi llafe lart posht prandaj sdalim,0
hello sepse ardhur ndonje ofert luli prandaj,0
po bashkoheni ju kosovaret neve sepse besoj se bashk mund rrezojm jo vetem edi ramen por vucicin qe plane tjera per ju,0
qysh thu bre burr dal kur jena tu nejt ngrofet qitu mas zjarrit,0
po protestojne ane fb mo,0
pijne uje protestat ne shqiperi dolen vjet ne protesta studente aktore banore opozitare etj protestuan deri sa percane disa shiten opozitaret ndalen nderkombetaret per patur dhune ai gjati ja gjetur mendjen shqiptareve perdor kohen ne favorin derisa peotestuesit lodhen shqiptaret lodhen kuptuan qe sja dalin dot diktatures moderne qe po vendoset ne shqiperi vendosen ikin neper bote ju ne ks protestat beni shpirt interesa partiake politike bravo ju qofte albini nepermjet protestave erdhi ne pushtet ishalla ju del per hajer,0
po mer pall sheh sa protesta jan tu bo ene spo ik apo tka met tv veq ni stacion,1
po po dolen kta ne protest kush do boj lokalit xhiro,0
hello thuaj s,0
shum zen pune vlla,0
bravo vlla vetem albin kurti mund shpetoj shqiperine nentore protesta marshim per bashkim,0
kena koh se punojm tan orë në facebook,0
ça eshte protesta ore,0
paske mar plasaritje behesh or loke ene un ni gja du then futi nje shpull vetes ec na organizo protestat mbase ha ndonje kallamizhde bythes,1
po ku para,0
vjet rama ik per muaj rroft edi rama,0
dhjetor protesta studentore,0
popull namuz sna lejon sedra lon kafet ik nprotesta,0
puna jote ne,0
po ju shani ate pallen tuj sdilni nprotest ik o shok shif hallet tua se esht hap madh ky per tcilen flet,1
lepurusha gjith mor,1
doli nje zgjut kosova,1
kena zakon ne shqiptaret len punet pas dore,0
skemi terezi,0
ngaqe eshte dimer ftoht dalim per protesta,0
ba protesta tani ska kush shkruar ketu problem eshte o vlla ne,0
po do dalim o kosovar sic dolet juve kur ju zabtuan kosoven serbia erdhet ne ju mbajtem ne shtepi buk tani del nke klysh ty na jap mend ik ore grric bythen andej,1
hello tirana hajde dil ne protest po mbajti bytha shikoje pastaj kur kercasi kepuca ballit mer vesh erdhi,1
hajde na mbeshtet do dalim pzpz,0
na duhet nje lider gjat sy jeshil ket mbaru akademin sporteve,0
kush do pune kamariere,0
rrofsh na the o vlla se sna ra ne mend,0
drejt ke tipo shqiptaret nqs smarin naj lek partit sdalin protestjemi ndrysha pjesa tjeter botes qe dell protesta pakenaqsit ne vec per lek vlla,0
po prisnim ty m na dhen mend,0
po prisnim opinionin tuaj ja mendojme cohemi ne dhjetor pastaj per vit ri se di ndoshta dalim kofsha gjeli ne shesh prit shperblimi mij lek del per gjel do dalim pjatat bosh mbase na mbush qeveria,0
sepse protestat tek ne behen ne internet aty tregojne krejt trimerine kurse dal ne vertet kan frik se heqin prej pune pasi ktu krejt jane lidhur nje partiose partine qe qeverisjen kta hajdutet tane sduan tja dine ne shqiptaret qe jetojme ketu ne shqiperi dele ndjekim vetem partine kurse per vete tone sbejme kurrgje,1
luftojm fb bre se jena vllazen,0
ne do qe tjena ju ne peshku uje,0
na fusin ne burg prandaj,0
ne ks ne al njejt neper kafe jem skem koh per protesta,0
se sjau man b krejt anonim shajne keshtu qe skan b,1
do vish po ik o vella se dim vet ne ca bejme,0
ata qe shajn jan opozita pakic,0
se mas tastirave shqiptari asht luan kurse ne jet reale asht mic,0
ja tha po kujt tha,0
bravo vllaj kosovar ke tdrejt,0
tamam po thua mo vllai hallall beft zoti ik tani bli nje test enesh laj pijatat,0
se esht njesoj ngrehen nxenesit nje shkolle heqin drejtorin puna pra pamundur,0
ik ore kshu ne sot shajm neser pim kafe,0
sepse gjith ata qe jan ne shqiperi jan komunista ndersa ata qe shajn ktu jan largu shqiperia,0
se ate qe shajm ate duam shum,0
ketu qendron problemi,0
kush do pi kafen pastaj,0
per kete aryse eshte cmendur ps ja,0
hess comment se chez nous tah le kebab,0
na caven drrasat joq kshu joq ashu,1
na shpife,0
opo ja fut kot kot fare madje ve ne dyshim qe kto por jo gjithe love suvlaki,0
more po leje vain se ai riciklohet kompani posacme po shif cilesin mishit qe tri muaj mbyllut beper kontenjer deri sa vjen kryesisjt n,0
epo futemi jonxhes se ajo ngelë problem,0
ohooo dek her prej sufllaqeve un ket qe po thu,0
do jet noj mish qeni mish robi pup ca beht kshu prz,0
dmthti ke porosit sufllaqenvtm per bo foto postosh joqkulmii,0
po mir o barbon perse shkon hash pastaj kur din se cfar eshte dyta qetsohu pak se shume njerez ordiner qe sherbejn pislleqe por ata qe punojn ndershemerisht kan cilesi higjen perfekte po tipat lumturohen bejn kto gjra na trego neve shko thuaja pronarit ose aku jo qytetarve qe din shume mire funksjonon,1
vaji qe mblidhet perdoret per prodhuar sapunin lengshem per duart,0
kot pyte sa kohe mor shrujt ket roman ke fillu per doctor rop po ik o bish ha aty mushe barkun se vete grosh ke hangur gjith jeten ten un qef sa her vi ne shqipri ha problem ke kebab ketu ne angli jan shpif ato hahen,0
mori dreqi ket muhabetna cmendet do rrin njerzit ngrene,0
ju detyron kush konsumoni o popull apo skeni cte jepni qe ke nxjerr ke qen duke ngren cfar kerkon shume,0
vajin perdorur mund krijosh bio diesel per makinen tende,0
ok porosit nje sufllaqe qep mishpa ketchup pite domate kastravec,0
disa ato thua vërteta por jo gjitha o çimi punojnë gjithë ashtu siç thua produktet ngrira përdoren në tërë botën,0
totalisht dakort cdo gje qe thua pyetjes tende fundit do thosha qe ato vajrat mbetura merem perpunohen behet vajra makine,0
na myt fare vetem uji sna dal keq,0
sa qesh ket sms shikon ushqimet ne supermarket qe jan skaquara ilaqet ne farmaci qe jan skaduara por shikon ushqim hapur qe njerzit shohin vet syt tyre cfar hane mishi cdo kompani ruan ate ne temperaturen qe duhet nk mund prishet vaji palmes perdorin gjith fast foodet patatet qe marin ngrira ku marin ketu shqiperi patate ngjasme fresketa qe pasi jan rituara lloj lloj ilaces kryesorja jan nje cilesie fare dobet lahen nje ilac qe mare nximjen keshtu qe gjithe detyrohen marin patate jashtme jan mira por o njeri o njerez shikoni ku po shkon ushqimi jon mbyllur ai supermarketeve qe vijne skaquara muaj tera shite ketu shqiperi shikoni farmacine ku shkoni merni ilaqet jo fast foodet qe kan ushqim hapur qe mun shikojne gjithe cdo kush nqs do mer nqs nk plq nk mer,0
varet ku ke ngren o barbon,1
hahaha po aa di qe mishit gjirove ii hedhin ai ilaci qe ja bejn vdekurve qe prishet mishii qe mund rezistoje per disa dit kshuqe hani sufllaqe tani prap,0
aman se mezi po vijm vete,0
po ha kur di gjith kto rreziqe,0
hani do mbyllin dyqanet,0
mjeret ne cfar konsumojme cdo dite,0
shum vertete,0
rama ik,0
perseri hajme gjithe,0
per gjitha dakort vetem per vajin qe mlidhet kompania dakort vaji neqse hidhet ku do hidhet sipas jush vaji mlidhet perpunohet behet biodiesel perdoret lende djegseneqse hidhet ne vend vend shkakton deme medha mjedisit,0
kto ndodhin ne tan botenhajde doktor hajdeshko ban nje dush uj akuth vish ne terezi,0
y no solo eso la cantidad de calorias yo estoy impresionada la cantidad de jovenes gordos que hay en albania la primera vez que vine no vi tanta mujer obesa cuidense la obesidad por este tipo de comida es una epidemia en america,0
epo eshte injoranca madhe jotja qe ke kerku ra postu ty kete status joq qe postu se pari mishi nje vend origjine nje analize doganore ne momentin futjes ne shqiperi se dyti pas prodhimit bizneset jane detyruar pakten here ne muaj bejne auto kontroll se treti vaj mbledhur behet shume mire se mblidhet hidhet se do nje ndotje la imagjinueshme mjedisore por destinacjoni saj shkon ne djegje per kaldaja per kosto lira se karburanti se md ne,1
shqipetaret kur din qe sufllaqja esht demshme perse perdorin akoma,0
ok boft mire sufllaqja,0
ha buk djath ban zgiuar,0
ha perdhos punen tjetrit,0
vajin bledhin per sapun,0
po han ate,0
ke folur profesor shkencave ushqimit lëndë re do vendoset rrepsisht në shqipëri shprehur shum saktë kujdes popull ushqimi mir hani në shpi fasule grosh mish delja kripur dora nënës,0
sa per info gjysma sasise ne nji kuti nutella eshte vaj palme ndersa vaji qe perdoret ne amerike per skuqje ne fastfood restaurante eshte dhjam kafshesh soybean oil kshu qe skuqi patatet neshtepi vaj luledielli anko shum se mut eshte gjithandej,1
ky qe shkruajtur kete paska info mire por jo sakte para mishi qe tepron ne darke mund hidhet se qefi ktijpor ruhet ne frigorifer ngrires mund qendroj madje dite tera aty prishur origjina mishit dihet shumica atyre qe jane mish pule jane brazili dyta vaji eshte vertete se digjet pas disa ditve psh max ditebehet paperdorshem mblidhet ne kova kyyyyy vajiii qe dihet ku shkon sipas ktij merret disa kompani vogla private shpërndahet neper furrat bukes perdoret per lyerjen tavave sepse vaji tille lejohet derdhet ne baze rregullores vendosur aku marinimi mishit eshte sekreti kujtdo qee ben sipas menyres per dhene shijen ose kripesin qe do ndersa injoranca ketij shkon pertej kufijve kur thot se ketchup apo salcat d tjera hollohen uje ato vijne ne kova jane trasha do arrij ftyra ktij hedhi ketchupin ne sufllaqe nese hollohet madje etika tregon sasin ujit qe duhet perzier patatet jane ngrira vakum kane asnje problem pasi konsumohen brenda dites perdoren nesermen prandaj ruaju qeveria se ata jane kanceri sufllaqet qe ju japin ata lejeni reklamen duke na bo zgjut ktu sw kur vini ne fast foode thoni hidhiiii teper mish ketchup hajd shnet sufllaqexhinjve,0
befte mire ajo sufllaqja,0
eh kur vini atje ju vini re ca eshte beni porosine zi prisni tju vij,0
haj sufllaqe pra ne len neve tjerve ham knaqemi,0
shum thjesht blini sufllaqe ne mengjes por blini dreka ne dark be healthy be cool sufllaqe for life,0
ktu nxirret lajmi qe kshu po behet ne ushqimin ne bejm komente njeri tjetrit,0
o shok ke hapur piceri,0
ku do eshte keshtu jo vetem ne shqiperi,0
bravo ulu ter se kte msim kena bo javen kalume kshu qe ha llemparika,1
kaq shum sa dike o vlla vazhdon per shkenctar,1
nese vazhdohet idene hedhim vajin jo perpunojme eshte nje nder shkaqet kryesore se perse nena natyre arizona mori flakesepse ne ato qe demtojme globin tokedhe duhet falenderojme ato pak kompani qe mbledhin vajin perbejne perpunimin vajit djegur prodhohet nje produktet baze njerzimit sapuni nese duhet komentuar akoma idea hedhjes se vajit duhet acarohemi pastaj se perse deti eshte papaster nese ne shkaktaret demtimit natyra faj per injorancen njerezimit,1
pasi hengre ankohesh,0
ikni mor ju qr se na shpifet po qa dreqin ham pra,1
siguri do jesh naj puntor sufllaqeje,0
shoku mbasi bere foton hengre pastaj apo jo,0
po kur merr ajer kthen koken se aty ke demin madh po ik bej ndonje pun mer ne qe ham suflaqe,0
po mbledhin kompanite apo hedhin tubat shkarkimve qe derdhen ne lumej apo deteprap pjata eketi flm,0
honger sufllaqen po bo filozof shkenctar,0
po ca thu mor bos shqiprari rekomandume doktori sufllaqe dopio pite ndit,0
vaj djegur ne gjitha vendet botes mblidhet per ligj tkeqen se ke eliminosh dyta ate vaj behet karburant treta normale qe prionari do uli kostot se lek sufllaqen ska fitoj ndryshe kujton se punohet neper mc donalds ose burger king kto gjera qe ke shkruajtur behen ne tgjith boten po balli esht qe duhet jet shteti qe tboj kontroll higjienes siguris ushqimore po duhet bej tamam jo tvejn gjoba kot m kot sepse pronari snjef njeri,0
vaj palme perdoret ne mes anglise,0
vaji qe mblidhet perdoret per biokarburant lidhje riperdorimin vaj skuqjeje para se ankoheni informohuni perdorni internetin vetem per instagram,0
mir qe na the,0
o vlla ke haruar hedhesh ketchup provoje se behet m mir,0
jo mirë rrofsh dim beftë mir ty gjithë sesi,0
yy ku lexohet kaq gjat m,0
po vec per foto ke mar ha aty lej llafet,0
o vlla shko nshpi gatuj rri tu bo llafe nsq ste plq cou ik,0
hajd per tsatom shkofsh mir ca na sugjero hor salllom bio joni kur se don porosite apo per fototi ke skadu rob shoku,1
ja pra sufllaqet o lum un këshillat tende së skisha për lënë kurrë vete sufllaqe,0
ha hic o shoku ma mire se streson veten tjeret esht vetem ne shqipri kshu,0
po mir mor mik drejt ke po njof asnji ësht smur prej ktyre,0
po ty shijoj ajo sufllaqja qe ke bo foto,0
mjer ato tps qe rrejn sufllaqe,0
vaji mbildhet qe shkoj ne rezervat ujit per patatet cilesine ato cmime do sherbim gatim por ai punetore qera sa ankoheni kot nje semur per kryeminister mendoni per vajin ku skuqet patatja ne sufflaqe,1
gjn,0
vaji mbledhur rafinohet kthehet ne biodieselpor per shkak monopolit hidrokarbureve nk akoma nje license dhene shteti qe lejohet prodhimi tregetimi perdorimi ketij biodiesel ktu ne shqiperi,0
kja gja ndodh ntan boten isoju msut ju nfakt hanger thik piru skeni faj,0
lumte ke thene shum sakte vajin palmes qe mbledhin kompanit neper fast food apo restorante duket se riperdorin per nafte,0
ha bjere ktu provojm qe besojmmmmmm,0
pikes ke rene,0
ty siguri pagujt naj sufllaqe kishe hanger,0
ha mbush barkun prap neser,0
merrke sufllaqen vec mish patate salce kosi,0
aman na mërzitët kto sikur hame krudo perdite na duken rrezikshme,0
shum vertete,0
mese vertet kete din vite vite gjith ata qe punojne neper fasfude prap konsumojne se eshte ushqimi koston ulet mese vertet,0
prandaj ke mor mish patate salc kosi,0
drejt hani sufllaqehani grosh ngopni zorren,0
mir vdes se sufllaqe,0
vjet burg,0
leje thuj mo asigjo se na le honger sufllaqe se marr molli honger,0
po ckeni o njerez se bleu na tregu qe esht rrezikshme po hani po thos beni bej un po beni them un,0
vajin djegur perdorin per makinat ne vend benzineskam nje komshi qe mbledh vaj ja hedh makines vet harxhoj lek per benzinen,0
perorin benzin,0
ne nje ane dakort typo se eshte kaq shijshme refuzojm dot,0
vaj qe marin punojn bejn sapun,0
kyy punon ne picerii ben qe largoj klientat hamburverat,0
ik er pall,1
po ske perse shkon per ngren neper fastfood por mund gatuash vete ne shtepi ie sigurte se qfare duke ngren,0
po ha pasaj,0
po haje se ne sna gjetur gje gjith kto vite do na gjej tanihaje anko se ke mish brazili,0
vaji shkon ne furrat bukes qe shtrohet tepsise per para se hedhe brumi na befte mire ne gjith shqiptarve qe aq pak sa mbetur ikur ato pak njerz po vdesin avsh avsh,0
kot t pyete ke ngren ate sufllaqe jo,0
mbeshtes mbrapa,1
sipas teje bie rrim panngren,0
skena tja majme,0
un vdes per sufllaqe ky thot prralla,0
ne kur t ham gjona t shendetshme do na filloj organizmi tna bej keq se deri tani jena msu,0
cdo protein kafshe bio jo carciogje duke futur bulmetin qelizat tona sjane designjauar konsumojme producte kafshe po vetme protein day bimesh psh fasule thjerza postim koti lidhje,0
o shpirto vaji hedhur bohet nafte,0
vajrat mblidhen bëhen detergjent prsh klorini sapun për enët tjera detergjent sa për hedhur vajin lejohet se është shkatërrues nr planetit,0
pirdh o joq pirdh thot muciii,1
vaji fritezave qe mblidhet x kompani ne restaurante fast fude hidhet poshte o trap po perdoret per diesel,1
vazhdo hash se kalimin kohes do gjesh ndonje semundje tjeter qe mund shpiki sufllaqa befte mir,0
na bere hedhim ne plera,0
plak sill mua,0
po paske porosit sufllaqe pra,0
prandaj vajte hash sufllaqe,0
ma nfund dikush qe kupton dicka,0
kshu beni llogari ju bie qe vdesim per ngren ne qe ke hedh kete ke ngren sufllaqe do hash akoma se pelqejn shum ushqimi qe ben ne shpi po ai ushqim qe bejm gjith ne shpi ku di qe esht shendetshem kur gjith japin alarmin jo hormone budalliqe ndryshm jepi o jepi ha se na gjen gje ne shqiptaret ne mercedezi qe djek solar ne na gjen gje vetem ngren rri,0
endrra cdo konviktoreje hahahah,0
ik mor vk vajin qe thua tie mbledhin ngjermanihajde merre prgj gjermani,1
o zot kush do qerasi kte mua hahaha,0
aman ktej ke ble honger ktej na ben neve prralla ik na len rehat ha se vdes,0
o daku keto dime gjitha sesht faji pronareve eshte faji akuse qe kontrollon po thjesht paraqiten per marre kafen ne zarf mundesisht cdo fund muaji,0
komente lidhje,0
cmund the shume se vec ha meqe shtet ska,0
ene pas fotos ene fjalis hengri sufllaqen qefin madh duke porositur nje tjeter,0
mire ke thene po kujt thuash eshte shume vertete qe kshu gatuajn neper fast food pasur njerez qe kane treguar raste vete se ca ju bejn klienteve,0
ktu ku un do doja gjith qef nje ajo gjeja kancorigjene aty,0
tani kuptove,0
befte mir heksh ne bire,1
thoni ca doni se vec ket gje sna shpifni dot,0
haje honksh per her tfunit njerzit skan buk honger konviktore na flet per cilsin,1
mir ik na mer tjera dopio pite tn,0
njeri ngrënë sufllaqete nesërmen vdekur gjori sapo mbushur vjet,0
shum llafe paske vllai po deshe haje sdeshe kris bythen,1
kshtu perdoret ne gjith boten pernjat quhet fast food shko mso konceptin biznesit masanej fol msut dy gjana hajt se po bajm squt,0
meqë qënka kështushqiptarëve shijon shumë,0
ok kuptume vazhdo haje tash,0
beft mir,0
koci hahaha imagjinoji pak konviktoret gjith kto gjona kqija qe paska shkrujt ky tipi per sufllaqet do bjer fiket,0
mfalni per shprehjen por kur shoh fastfoode ne tirane duket sikur po ushqejne derra jo njerez,0
rradhen pica tani,0
qoft larg o zot po shqiptart po han perdit sullfllaqe ket qe po thua do vdek gjysma shqipris,0
njedite pash nje postim dini ju se mishi ne grill asht mikrobe sa muti dikush komentuar qe prandaj esht shishmi,1
mir vdes sufllaqet nderpres,0
theken puna nxorre tana horlliqet,1
kujdes vecante kene ato qe ndjekin qeverine mbrapa per nje suflllaqe,0
ik o budalla se ne nam,1
ushqimi mire grek,0
porosit tjeter se sdel ajo,0
ik vrit veten na hape oreksin kte foto,1
paske bo vete kete puneqe di ke kaq mire,0
we here for good time not long time,0
alda,0
kujdes se do zeri barku do gjeni derman zgjidhni cilsin,0
kujdes se do zeri barku do gjeni derman zgjidhni cilsin,0
mir pra haa lena ne t trjeret qe ham na shpif,0
eh cna hape nepsin kot tashi kacorri,0
ik o tqr se vjet qe ha sufllaqe sjam semur njer shum kan semur bizelet,1
kee koh bo foto shko mer haje aty,0
spazzatura,1
hala svdiq kush prej mishit se qa po nihet,0
keshtu ndodh kur autoritetet shteterore qe duhet inspektojne keto subjekte rrine indiferent,0
pastaj thon vdiq shkaqe natyrore per turp gjith ky helem ne trupin ton ne akoma rrim bejm komente,0
mulaj,0
po ato se hedhin sepse mendojn per natyren riciklojn vajin,0
kshu thoni po vdisni per ngrenedhe un bashk,0
ftohen patatet gjate tregimit qe paske bo se lexova fare,0
sa shum fluks tket aq tsigurta kan,0
sufllaqja eshte jete,0
mishi qe ngelet ne darke vendos nesermen asgjepor kur ai mish vendoset pasnesermen radhe atehere eshte problem,0
ma hape oreksin tashi,0
t mart dreqi t mart se na hape nepsin neve shtatzan,1
sufllaqe po hajne mjeket tane,0
ok boft mir,0
cdo gje qe hajme pijme kontrolluara po henger rrihet,0
hidhet sepse riciklohet behet karburant ketu shum vite ne europe njejta gje vitet fundit ne shqiperi keshyu qe fli qete sot neser gjej pyetjen radhes,0
na shto nepsin merr burr,0
kishe degjuar gje apo more vesh kyyyy,0
ca do thuash prp do konsumohet,0
o skan per kuptu naj her keto populli se per dje von pun po prisni do shikoni,0
sufllaqe mira vetem greku ben,0
hajt na bofte gjak dhjame sufllaqja,0
ok shok tbaft mir,0
qe ke ber kete gje,0
hajt tboft mir ty pra,0
tbeft mir o vlla,0
sa histori prekse,0
oke na bej nje sufflaqe tani,0
dmth hani asgje qe bejn tjeret se tfutme,0
ps keshtu qe pas gjith ktij fjalimi qe dhash po fus nje ngrene ksaj sufllaqes se marr uria,0
ne do semureshim po hanim gjera shendetshme se per keto na jane formuar antitrupat qe para brezash,0
dimepor prp ajo sufllaqja pakten her ne jave na shijon goxha,0
ndryshoni temen ngelet jave ushqime teme re dashuria,0
shko mr vrit veten,1
sipas juve bie honger mish patate sallat pite ato gjerat qe sufllaqja po ca do ham ne mo se lat nam,0
beni gjerat aq tragjike vetem se ska specialist se asgje keto baza,0
tek sufllaqja ste fal dot do robi nje tani na nxirni aty se ne qe jetojm jasht psh un ne itali ku gjej se un vdes per to,0
ate pergjigje se ku shkon vaji djegur shko kerkosh jeta eshte qejf po shko tek ato zyra qe kane dhene licensen atij qe mbledh ato vajra sepse eshte normale ne cdo vend botes mblidhet vaji djegur per riciklim atje do maresh nje pergjigje sa per cilesine mishit tjerat dakort ty,0
pak fjale ju befte mir,0
ty,0
se sdi ku porosisesh nrm qe do thuash kshu,0
troksi ca do bonit ju,0
sufllaqe halli,0
ehhh mor nardo tkaluara ty qenka pjalmos truri,1
vllai mer ke erso se ke super mish patate freskta,0
vrisni mendjen keshtu rritur ne une haj fare jashte,0
po sanduicat mund hajm,0
tani do hash apo jo,0
zgjidhja shum lehtha ne shtepi ku mirsesa maroj nëna ose gruaja jote po vetedhe han shendetshem ke lekt ne gjeppastaj blen nje pako cigare fundi apet njejt,0
informacion,0
vertet cdo fjal qe ke shkruar,0
pasho,0
perhapni panik kot se do ngelin rilindasit sufllaqe,0
sduhet honger mo vlla,0
vezi ska sufllaqe tek merakliu goca,0
na hape oreksin pas ksaj qe tregove na bo sufllaqe t lutem,0
sa informacion paske,0
esht infektuar qe doni ps,0
ore ndonje biznes falimentuar qe dike kaq shum pjes dhje komshiu qe eka hap metra larg mar klientet,1
mbush barkun o bisha njerzit po rrin dark fare,0
ponose ga sufllaqe tinra,0
shef qe sduhet honger mo,0
jet vaj palme esht mir po esht vaj makinave,0
duket qe ke eksperienc ne kete fushe nxorre dufin pakte qe kane hequr puna kete roman nxorre humbje pronarin more hakun bravo hajt mbar mir,0
kush do pune fast food,0
ilace befshin ata qe tallen popullin shkret,1
ai vaji palmes mund hidhet ne vend naftes ne makine,0
aman vec rrjeshta lexova mfilloi koka,0
shum vertet kjodicka per tu then,0
sperto shkrujt roman per sufllaqen po se deshe ma jep mu,0
flm per informacioninhaje tani,0
un kaq desha ha,0
sa do vazhdojne keto postimet ushqim,0
prandaj po vdesin gjithe,0
kush di ha smabje mend qe kur se ngren ky eshte ushqim eshte vrases shendetit vjen keq kur shoh ca prinder qe marin femijet conje hanje sufllaqe vrasin duarte tyre,0
you guys hani mut ju gjen gje,1
gjan gja shqipetaret,0
magazina mishit tu shku per ke ish moskow club ke mishin sufllaqeve bllok kg mij lekekam pas mar per qent,0
fol buk ne goj se asgje ste mora vesht se na bere lemsh befsh lemsh ishalla,0
biznes,0
kush do pune,0
zoti rujt kalamojt ndesa ty pesonalisht denofte se qenke zemer lig se po vret femijet vllezerve motrave,1
qe ruhesh ke per vdek pari mbahe mendsepse zoti lart sheh gjithcka denon,0
nese han aty do hash tek nje tjeter ato qe shet,0
se nje cop qe se ke shokun mund shesesh nje gje qe di qe mund haj familja jote qofte ne restaurant,1
o zot po ftyr akeni zemer ajeni njerez akeni familje po thua pik turpi qe punoj aty ha dote thot edi servilosesh per rrogen ooooo zot po deshiron semundje apo shkurt shqip vdesin njerez tregoni o shpirt po jesh burr kishe ber koh denancimin normal anonim po jo punosh kaq vite tani po tregoni turppp ju sjeni shqiptar ju qe dini par syt tuaja kompanit mafjoze kriminele meshir per ket popull para vdekshin ata qe bejn kete veper kriminale vdekje prurese,1
ne shqiptar qe ne bejm ase gje vetem mermi fjal shajm njertjetrinse cfar hajm pim tna bej mir se ne syt ne ball shikojm ato cfar konsumojm bo ciu ciu kot,0
po na shpifet kto sene qe nxjerrni asht na myt vesi tani,0
po qenke per q rropt gjithe tjeret,1
duke filluar data janarsdo konsumojm mish janar tutje vegjetariane,0
qenke nje injorant sa mir ate qe shet sja jep fmive tu apo jan ma tmir se femit tjer,1
mor zoteri anonim pastaj na ruaj zoti apo qe punon ne ate kompani di cbehet ke organizem delikat konsumon produktet ne tjeret qe se dim ham ju hengert flama,1
hajt se kur sna gjet gje deri tani sna gje vetem kurioz ca mishi ngrene kem per kolemsion,0
keshtu shkon pune futur,0
po ca ha ca jeton mut,1
willi pushuar,0
ja ke fut kot plakodmth bike jesh legen ato gjera qe shet mund hajne njerzit tu,1
dmth llogjika jote bie kshu femijet konsumojn ama per tjt nsemes qofte vec tbesh lek,1
valla cka po rrejshe sa rrena beson kte qe ke thene,0
anonim un anonim tgjith anonima ktuti agjent diku un diku tjeter sblen ato qe vet na shet per cilesidhe vjen blen tek ne dicka qe ne qenit sja japim keshtu katandisemi,0
ska gje juve hani cfar prodhoni shisni vet sepse dini se cfar permbajn por do hani cfar prodhojn tjeret se ngren do rrini eshte mir ce vazhdoni permisoni vet juve produktet qe shisni keshtu hani vet per tu marr per shembull tjer,0
ca zoti ju rujt thua qe ske turp punon mer lek ne semuremi vuajm thuaj gjerat sic jan bej pal shfarosjen,0
mir ne qe shtetin por kur boheni ju per interes duke mar nqaf popullin mjert ne po vjen fundi botes kur cdo gje interes,0
o sigurimssi quhet mosmirenjohesi,0
transmetoni gjera pozitive jo kshu aman se na kallt datn,0
kush do pune shitese,0
shof qe shum ankesa per kte shtetpse po ngrihemi ne protest kundra ktij shteti apo ua mba bythaec caktojm nje date tmblidhemi tgjith ntr joq thuajse mln ndjekes cfare po presim,1
joq doli jaq tani prite deri ne mjes qjr di dale besoi,1
ndryshoni temen jave ushqimin tema re love,0
mir then ai kur jem un do hani bar ja pra erdhi koha ngren bar,0
ku dim ne qe punon fabrika pllakave,0
na shpifet kto histori,0
legen sfol neve na rraske per vete jo ju rujt zoti thot zot qe na ruan njer ty marr rrog t mir thot ja ca tipi,1
ahh,0
shqipria esht degradu shtet skontrollohe mo asigjo po mer fund shtet,0
un per per vete do vi per vit ri po mbush makinen mir se na tmerru kto qe thoni dthm ato qe jetojn ne shqiperi qenkan gjith tu vdek ushqimet athu gje ndodh kto vitet fundit apo vjet,0
hahahahahah,0
o agjentonuk han at produkt se vel teti han sufllaqeje ber ai kur degjon fjalen sheqer sheqer hahaaa,0
mungojeeee kte mendim se knaqem der tani mo per belulin,0
per nje trim anonim puna jote zoti thote ruju ruaj anonim amon,0
dukesh shkrimi o zot dhenderr apo nuse ty mir ben ha ruoje veten se qenke biçim europiani tek greqia ke jetuar tiiiiiii reeeeeee,1
keq punaaa,0
kte shtet qe ne do na ruj zoti do na ruj,0
kthehuni tek fshataret o njerez shihni qe po hedhin produktet ne rruge,0
po mor njeri nqfs njeri mund themi boke ket pun vetem per rrog do imagjinoi cdo beshe po ne pushtet po sikur hajne femijet tu ato gjera,0
shumica biznesmenve tek ne jane injorante njeres identitet njeres moralshem hajdut etj etj pak fjale jo njerzore bejne gje per fituar milionat rendesi se bejne dem tjereve,1
eshte vertet se di ca punohet aty fabrika,0
mungesa koshiences eshte mortja nje populli,0
okej kuptuamje pushuar puna,0
s mundesi qe alarmuat sot,0
po mir moj ose more cfar ushqehesh dth qe ha ato gjerat tjera qe shet kolegu yt pak fjal cdo gje esht skadume prishme ama gjith konsumojm ushqim sepse esht jetesore fatkeqesisht,0
han ate produkt han ate produktin qe shet tjetri provu ke ik,0
ore po vjen viti ripo boni njerzit ble mish,0
tani kujtut ju pasi ai mish na beri kaq sa cfardo lloj mishi tket qen kali qeni mace njeriu,0
tmerrshmeeeeeeee,0
rrespeke zoti na ruajt,0
ne fakt mishi njeriut ngel se mishin gjith kafsheve po hajm mesa duket po kto qeveritaret honkshin njoni tjetrin o zot,0
di shkruash o lumadh,0
tmerrshme,0
kto na mungonin,0
respekte,0
provoje nje her po ku magji qe ze ata,0
ste eci filxhani fillove magjira t tjera,0
eann wtfff,0
amin o zot ishalla tgjith,0
abrra kadabrra,0
njeriut ne foto behet gje sepse magjia ekziston por ai qe ben keto veprime eshte gje tjeter vecse cope inoranti qe len turku mbrapa,1
po shtoni fjalet jaqr se dje that gjo tjt sot po thoni gjo tjt qr,1
ai qe ber nje gje till ja bef zote vet vetes vdekurit len rehat gjyna,1
merr dreqi gjanë vetjo,1
