Video ID,Author,Comment,Label
l2TYc4sf9dw,@bashkimneziri834,sali berisha kriminel,1
sBuYrv_W1hM,@user-oy3hv9hw8p,eshte vertet shoku,0
J5Cg86mX9kc,@InterNazionale-km6tz,o tullac muti,1
gnq_bShXo60,@user-jn8lt2zp2x,bravo drejtuesi emicionit qe ke ftuar ne studio nje person qe eshte mashtruesi shpifesi injoranti ne shqiperi ju gazetaret mbani veten zgjuar anuk kuptoni ju se sa zell madhe flete ky burgaxhiu thua sikur meta saliukane punuar bashke kete mashtruesin ky di gjitha spaku duhet fusi brenda qe mare dhena tjera ose beni shou kete burgachi,0
J5Cg86mX9kc,@user-bb8fn7vo3n,ky cami pas poste mbas vitit por punoj per tu pasuruarprivatizoj pronanuk beson njeri o idrizi,0
CMPqrA5suRo,@kristikristi976,spiunët serbo rus o avokat njeh qysh xoxja shehu ramizi berisha meta,0
2MYQBaog-d4,@danieledemiri1760,tani tavan hajnise vjedhin marin hajdutet sa duan kurse popullin lane ne mjerim debuan neper bote enveri dorezoi shqiperine kater milion sa tani shihni se cfar na beri demokracija juaj jo enveri jone lutem shiqoni realitetin jo demagogjine,0
sBuYrv_W1hM,@edilipo9340,oartan lremineli s nehet njeri por armil keti batakut edergjo se greku eshte bese duane plubin ne nalle ah enver hjalle hakun kishe marre,1
CMPqrA5suRo,@user-ed4ur2jb6f,prandaj po vuan populli pensionistet mij lek shkretet,0
d8eRvVLfsnI,@gianninagkika9832,bërë palë tjerë,0
l2TYc4sf9dw,@steliokuci4604,doli ortaku rames sa miljarda euro marr ky kulishi komuniste na taksat popullit,1
l2TYc4sf9dw,@arjanrexhepi4256,qfar burr shqiptar rall pas shqiperia por shqiptaria respekt shum madh per zotrin gjergj locajn lumt goja zemra shpirti lum shqiptaria qe ty por disa ju zoti ju shperbleft per fjalet ose mesazhet qe ja dhat shqiptarve anemban oqeaneve pertej oqeaneve qe din se shqiperin vodhen ben mish per top kta hajdutet zoti vraft shkatroft sali qenin tjeret ai vdekshin sa shpejt shpetoj shqiptaria,1
J5Cg86mX9kc,@FatmirOka,ky idrizi po duket naiv,0
HxuCXIgilFc,@user-qp5pm1ck7c,respekte o artan hoxhaste trembet syri,0
8e1U-sfyaXs,@user-tt1jp5di9z,more berti burg ne gr burg ne shqiperi marre jeta erret fare durimliri mbare,0
HrDU5SxepBA,@patrikberisha5353,prsh kosova brravo pune shkelqyeshme,0
HxuCXIgilFc,@anicani3702,po vlore sal rropshi esht akoma,1
y-5Vl61eZmY,@ge5585,meta poshte komunistet,1
c7b74Ex-kCA,@spendcekuu7868,une demokrat jame po ky ilir meta duhet vare se ky na mare ne qafe,1
zPRIW50IYGU,@klebetabollati6551,bo sa original sa mire fantastisch fare suksese,1
nVeCIbiouUk,@amerika5445,z rama shteti duhet kete nje politike qendrime korekte tolerance ndaj drejtave kombetare qendrimet shume tolerante corba gatuar berisha meta kandidatanti shqipetarin bej lerin krijuan kete konflikt artificial propaganda politika siguruan lendene pare per disa kohe,0
JD-tAYIpgaA,@user-sr5sn8bl3n,idagiet spiuni,1
WDk0jy-CiLs,@freddiebelushi9273,grida shejtanin fut nshishe zbut tigrin,1
8e1U-sfyaXs,@pennyyt705,bravo xhensil,0
nVeCIbiouUk,@partiademokratikeishqiperi9611,bravo bravo bravo bravo respekte per tu zoti edi rama,0
HxuCXIgilFc,@boban2269,bravo tan ik mor qifsh rop bythqir kopil rrofte shqiperia,1
gnq_bShXo60,@bujarnallbani3,ajo llogari z beqiri eshte sh pak mbi miliarde euro,0
2MYQBaog-d4,@user-fj4ub5gc8o,kush beson ty o shkret po keta duan ngriet or entering qe var per gjuhe gjith perjashtim qe ajo qe ke perball,1
VJKFRs1xGe8,@superdjemtrimafisnikerale2490,o qn lopsh noka y qvsh racn kllir lepin koqet saliut se bn mir,1
PUyqWp5V3sE,@leontropoja,o tan ça jugors grek po merzisni shum doni grekun se malsorin,0
c7b74Ex-kCA,@arturahmeti486,top chanel kujdes se do perfundoni ju politikanet kujtoni se mund mashtroni nje popull gjithmone o do zgjidhni thoni vertetat popullit ose do perfundoni ne koshin historise kazan media,0
9K0R8kWCauo,@bektashstafaj4170,o gazmend kari ake per genjyer nje nisur pernjri ke dal majmun,1
9ivr3YoZmCo,@paqizecarcani5669,duma mbaj rregull ne emisjon ber sikur ne pazar shikojeni fare,0
sBuYrv_W1hM,@relitoronto-vlore6216,tano thuaj zoterinjeve grek qe ke në panel se po deshen kane online artikullin qe ke livete lumte artan hoxha bjeru rrespekte toronto,0
l2TYc4sf9dw,@user-cf5wn2vl1d,brava gjergj luca respekte,1
Y94GQrRkaGY,@rrokja,klloun ndyre,1
J5Cg86mX9kc,@hysnibeqiri1548,ky idrizi qenka lop krejt ky ban debat thot vetum qysh tham un asht drejt ju qfar thoni ska randsi ky legen veq per vota qamve se sen per qam ska ba ky genjeshtar,1
SDxqL7L2Ivo,@semi5568,zoti rama flet njeren ben tjetren ketu mbahet patriot kur ben takime greket flet ndyshe ik ram gogoli,1
xzIKCYl4z38,@erionymeraj3595,booooo ca dajaku dun kta,1
YSoc5kR0RP8,@azemdervishi3815,kur do godase spak po qe vite qar goditur sapllak na tregoni ke goditur sapllak nje fjale eshte nje drejtesia shqipetare,0
XmB6OyA7iQU,@adriatikmustafaj3535,respekte per zoterin,0
YSoc5kR0RP8,@user-ee3sv8os6n,shume sakte prezantuese pyetje shkurt qarte jo ylli rakipi pyetjet ben varg din ndaloj,0
nVeCIbiouUk,@nikospappas393,rama botror ik perpara,0
c7b74Ex-kCA,@shoferkamioni2485,ilir meta duhet hetu per oshe mor milharda euro tjer po sali berisha ekan rjep shqiprin vet tu vjedh ku osht spak tu flejt gjum flm,1
l2TYc4sf9dw,@erionbeqirllari4984,eshte mundur qe ne shqiptareve keta ajidutet ky qelbesira qe del aty thote berishen preka fundin preku se dha djersen popullit rilindi ky shokun rama duke mare djersen popullit qeveria gjoja ky na be sukseshem ne biznes ai biznes eshte thjesht pastrim parash dhqiptaret leqe reagojne por bejne lajk thone bravo luca zgjohuni o popull se leket djersen tuaj po shet pordhe apo ska gje vetem partia ne krye po ska gje qe ky ajidut ben pushime ne dubai laheni ne fuci uje,1
zPRIW50IYGU,@dhimoku8669,thire lulin për pashkë se na duhet pak humor rastë feste albano po thërite shar monika likesmos harro liken se do pyeç për lingotat ku fsheurje flori o figurëëë përshëndes,1
HxuCXIgilFc,@arbenqarri359,o spiun sigurimit o artan hoxha di shum mirë parti kriminale antishqiptare ppsh apo ps enveriste sorrosiane vjet në pushtet duart lyera gjakun popullit o plehrë,1
y-5Vl61eZmY,@ardian6316,o avokat mire ben qe thua jane verteta gjitha per kete pergezoj por drejte qe dil thuaj per keta kusaret tjere qe na qeverisin se po shuajne dynjane po rrjepin popull ziun dita dites ne menyren paskrupullet qe egzistojne per keta tjeret flet avokat,0
2MYQBaog-d4,@azemdervishi3815,madhe colonel,0
DO6VjP2rIu8,@Skenderbeu777,ai thua është vedkur per shkulur per rrenjesh quhet dr sali berisha thrrasin hero kryminster zoti hajdut nr,1
HxuCXIgilFc,@simoteri6546,nese ke duart pastra atehere mbro ata qe kane duart gjak ne se shqiptar atehere mbro nje qen qe djeg flamurin kombtar do marre rrogen ky shtet,1
c7b74Ex-kCA,@erionymeraj3595,sherr madh,1
2MYQBaog-d4,@arsinokoco1504,po rudina në fshatrat gjyshit tnd ë kallashnikov në shtëpi skuadrat kufitare vrisnin njëri tjetrin dot është bërë armik njëri tjetrin keqardhje madhe,0
HxuCXIgilFc,@alleshi5,artan hoxha bravofuti nje gelbaze atij syzes se felliqurnje njeri qe futur ne nje grop mbeturinaqeveria rama ky shtet eshte kundra shqiptarve,0
WDk0jy-CiLs,@user-ir3hb5rs5g,keqen agjent qeverisë,0
YhRDIGr3Ag0,@DanieleEmilano,ekni nzjerr ni rini jash shqipri kush meet atu ni vetum keqardhje assurdo,0
HxuCXIgilFc,@SamiBalla-kf4fc,artsn hoxha esht gazetare patriot,1
2MYQBaog-d4,@alexdrizi4986,respekt,0
HxuCXIgilFc,@cristianoronaldoo7722,ca eshte ky rropqiri syze,1
J5Cg86mX9kc,@naidolkusa,kaq pordhë ky idrizi,1
mYFcmLX4mUc,@erjonjaho6104,jepja vjeres mir shpin ce do nene tene ok,0
CMPqrA5suRo,@user-bw7qe4dy1z,bravo avokat tu beft dita nje mij,0
2MYQBaog-d4,@user-xm4ik2mg3d,po serbi qe ke ne byth akoma,1
HxuCXIgilFc,@rolandmarku6782,cop plehretrembesh se ke shanse more pleherte flasesh para keti perbindeshise pastaj ke fatin kacifas,1
2MYQBaog-d4,@user-hw5qt4eq4n,vetem thuaj per isa boletinin ne angli,0
HxuCXIgilFc,@vlad8694,këta filo grekë duhet trajtuar njësojë policia greke kryen ndajë shqiptarve fajshëm tani mirë ja bëre spurdhiaku,1
9ivr3YoZmCo,@bicjaengjellusche,o grida njeh boçin harxho frymë dy trima për grushtaburracakë,0
YSoc5kR0RP8,@tirans,bravo znj lala po vu drejtesia ne vend do jete nje njolle madhe per shqiptaret shqiperin forca dali koka gjarperinjve qe mbajten shqiperin peng vjet,0
SDxqL7L2Ivo,@sofikamemushaj2730,palo vajze ah jo monster o goce,0
CMPqrA5suRo,@fiqirihoxha4776,vjëll kot bëj denoncim bëj propagandës se na dhembin veshët llafet boshe faktet çoj në spak,0
2MYQBaog-d4,@user-ok2jr7wo9n,enveri prish jau humbur kulturen qe kan pas qe do thot oerfundim diktator pazevendesushem zotni goxhaj,0
HxuCXIgilFc,@muratcopa7705,bravo artan vertet nje hero lumte,0
c7b74Ex-kCA,@gjystinalekaj.8704,ne banka qe ju ju merr mendja aty ku sdel sekreti,0
gnq_bShXo60,@shefqetthartori3684,brave idajet ndjekur kur përkulur puthur tokën shqipëtar sot kësaj dite ke reshtur për drejtësin kombit shqipëtar zoti dhoft fuqi për shqipëtarët shqipëtarët shqipëris zoti tërujt shqipëris,0
CMPqrA5suRo,@bajramvladi6866,njeriu zgjuar ne shqipeti,0
KHNPb81a21M,@MP-ux8kk,o spartak o spiun burgu,1
Y94GQrRkaGY,@mane321,po pra se evropuan jo shqiptar,0
8e1U-sfyaXs,@besmirdemiri9244,bravo gazetarit rsp,0
c7b74Ex-kCA,@kontabilist,bravo net ftuar ne emisione nje nate merkure bjerini gjini ata qe ju vran rojen juve moret ne qafe,1
nVeCIbiouUk,@emiljanbanushi6572,bravo mir ja bere grekut,0
f6EPrj5Jjns,@user-ph1wm2uq1i,mendimin tuaj asnje politikannenpunesshteti deputet k bashkiak firme investitor strategjik minister etj eshte arestuar populli pret gjykatat per marre vendimin ndaj hajduteve,1
JD-tAYIpgaA,@marsidazajmj9542,po çfare dhune thote maja apo fundiune besoj zoteriseajo duket fake,1
nVeCIbiouUk,@ylliriaalbania326,hera par qe dakort ramën,0
l2TYc4sf9dw,@valentinmalotaj736,o lecaculo di merrda,1
HxuCXIgilFc,@vojsavalataj9151,shqiptar qe do drejtesin do mbron kombin vet zvendesushem respekt per artanin,0
HxuCXIgilFc,@DaliAbdullaj-on8gj,artan hozha fai scifo gazetar rruja gaja mutin dr profesor sali berishes,1
l2TYc4sf9dw,@DhimoSula-vj7mi,hallall ajo nen qe dhene gji,0
CMPqrA5suRo,@user-qu4nx1mf9u,bravo avokat faliminderit qe luftoni hajdutet shqiperis merja pasurin hajdutit zotin ke vete avokat merjani pasurin hajdutit meriton vetem burg ilir meta qen qenave esht iliri,1
J5Cg86mX9kc,@RevajDritan-eq9rx,sa di une ska pale shqipetar vec vetem se kuptoj perse po diskutojen per greqin po ju korruptuar koke kembe po ikni o legena se late name,1
SDxqL7L2Ivo,@ilvaosmani8537,po flisni kryeminstrin qe eshte burre mencur trim punetor meriton hy ne histori,0
SDxqL7L2Ivo,@bashkimtroka3223,bravo edi,1
PUyqWp5V3sE,@ramizhaxhiu5846,suli nje kriminel,1
xzIKCYl4z38,@timidullaj6735,askush se beson gruja se besonas femija vet se besonbile kemisha vet beson,0
d8eRvVLfsnI,@deathvalley1477,po po dolën punëtorët protesta punojnë mo pagu mo taksa biznes,0
zPRIW50IYGU,@deephouse2921,albano legjend,0
jOI5vUWJbPk,@usamassachuset6059,rrespekte zoti beqiri,0
l2TYc4sf9dw,@BlediGaro10,po qe drejt,0
0ujWdDWJ0Ck,@andreakolani1032,o fejzi late nam se ju cuat shqiperine ne kete gjendje ku eshte kantandisur oligarket mendjave qe ini hajdut kryesore ketij vendi,0
JD-tAYIpgaA,@user-fc4hu3po1l,ty ha mutin ajo ordinerja,1
l2TYc4sf9dw,@francodoci3830,o gjergj kesh jete gjate or trim le llapin japin inatit llumit kush doje meritu bash lek bisnes kurse sal berishja pleh per perfundu ai do maje famen llumit veriut shqiptar per fatin tone keq,0
CMPqrA5suRo,@erib7276,o idajet ke mir thua drejten po sdo rama fusi ne burg se kundrapesh qe fitoj zgjedhjet se po doj rama ja shkund puplat ne sekondpo avukat fshati di gjitha,0
zPRIW50IYGU,@PersonPrivat,gilbert blendi ecen tre hapa perpara tre hapa mbrapa kur flet po ecen ai,0
NE__Imj_Sv0,@DonAlbaneze,wow cfar shembull tha karja bej avukate po behet ne qofte se do vjedhe popullin do bashkepunoje kriminela,1
JD-tAYIpgaA,@shefikoyzeiraj1290,mir ne qe skemi ekonomi o njerez po cka qe eshte grua lire aq sa eshte hequr fare litari ben cfar don qejfi kan shkallu grate tani apo burrat dim cte themi maja neper maja pak se gjeto goxha djal por beka pushtet mbi,1
FtBcuwX8j_0,@nodictature,lal plehun,1
JD-tAYIpgaA,@gentiveizaj2608,duket nje njeri edukate ky,0
c7b74Ex-kCA,@jonidakadiu6287,lumshin duart kirurgut estetikes qe trasformoj donna monika kryemadhin ne bukur mjer populli,1
2MYQBaog-d4,@manolkushta6420,akoma keta fekale,0
CMPqrA5suRo,@rudineti7099,bravo avukat miri qe degjuar,0
HxuCXIgilFc,@sajo7930,bravo tan,0
Y94GQrRkaGY,@valiamal.1209,k minister rama,0
JD-tAYIpgaA,@safetklina,ky avukat po dojaka mu martu fort personale paska sikur ket vajza saj,0
HxuCXIgilFc,@selmantuka3024,po ne skemi shtete per kerkuar drejten shqiptarve qe kane masakruar ne greqi o tani ketu mbaruar cdo gje mo vella po ngru o enver hoxha ngriu nje her,1
J5Cg86mX9kc,@user-hp8fx2sy5j,po ky idrizi zberi azgje per camet po beri vetem per veten mashtrues felliqur,1
zjR9BPAt-jo,@Milan-gv7kl,merzit shkullak se keq do behet,0
-IUyAKMtBWc,@Matrixx100.,spaku do t kthej n mesjet ty personale,0
PUyqWp5V3sE,@agimmoriseni,ska turp se ne nje tavoline marin sulin,1
CMPqrA5suRo,@user-bp1yq6ti2m,ore ky meta deri dje ishte president izgjedhur ps ci gjetur qe kan ven para,0
y-5Vl61eZmY,@zanaharruni7084,ke drejte zoti avokat po gjithe demokrat socialiste gjith njesoj jane ajdute mjer populli,1
JD-tAYIpgaA,@ferdinandshqiptari1789,ky avokati eshte poshtri qe njohur ne jeten time,1
2MYQBaog-d4,@albbanharreemi5495,po juve o zoteri flisni kot po r ennver hoxha deshi shtet beri shtet juve ju lumte goja per gjithe kto mira qe thoni,0
gG62Vu4qwsk,@balimorina569,sa varreza cameve jane ne krete greku eshte rraciste per cudi eshte antare be,1
JD-tAYIpgaA,@iliailia8755,po legenosni o erjona arjon t aft pr t drejtuar nj emision tema delikate,0
sBuYrv_W1hM,@jonildarapi9843,keta shqiptaret qe hiqen grek jan poshter se greket se kan tradhtin brenda,1
zPRIW50IYGU,@lumturiqosja5867,b,0
zPRIW50IYGU,@brunobru1121,po rama shum serjoz,0
R2K4IQGpiGM,@almaveliaj5273,per kete vetem qe kane bere denon ke rrespektin shume batdhetareve,0
2MYQBaog-d4,@user-gc5gv1ql8i,lumte goja more zoteri qe thua nje vertet le mesojne mire historine eketij vendi,0
zPRIW50IYGU,@olamira7531,bravo albano shum zoti ne punen qe ben,0
y-5Vl61eZmY,@spiro7087,po kush eshte ai qe do thote vjedhur florinjte paratepo neve blere shtepisi nena bija hajdutet genjeshtareeee hipokrite mbeturinat llozhurat plehrat imoralet hajdutet vrasesit,1
c7b74Ex-kCA,@aspetosi,ci keto genjeshtra ju more televizoni mafias tv piste ne shqiperi ju qelbesirat top chanel qe beni politiken spiunit serbise rama hajdutit qelbur metes sepse meta nxori bojen hajdutit rama juve ne lidhje vjdhjet skandaloze inceneratoreve mbetjeve ju tv top chanel televizioni mafias se plehrave qe vidhni parate taksapguesve shqiptare kur vije opozita ju duhet hetoheni per vjedhjet qe bere ne bashkepunim kryeminsitrin hajdut rama kellirenuuupo flet ky kauri budalla petro koci qe eshte komplet budalla afte fare ky flet per besnikeri ndaj partise ne ate kohe kur rama ishte nje idiot qe ulerinte varen gjith ish komunistet,1
mYFcmLX4mUc,@erjonjaho6104,uuuu sa lodhur qe jan len prinderit rugve mbajn vjerat njerzit grave bura legna,1
FtBcuwX8j_0,@Milan-gv7kl,njerezve ben pershtypje vjedhja qe bejne politikanet se njerezit vjedhin vete popull hajdute prandaj tall karin rama,1
jOI5vUWJbPk,@linditamacuku9212,kudo fshehin parate keta grabitesa pirate kontrollhen brenda jashte vendit emrat familjareve shoqerise se tyre ata kane qene zgjuar se baballaret tane neqoftese shohim ne gjithe aspekted jetes hajde,0
J5Cg86mX9kc,@brisildoahmeti5559,o manjak ropqir fal manjani ai po flet per nje teme thua spitali,1
gG62Vu4qwsk,@vullnetnogu3114,o qifsha familjen ty mor klysh kurve,1
CMPqrA5suRo,@milaimkastrati9040,retorikë zakontë në shqipëri kosovë bdi ishalla vazhdon në shqipëri nisë në kosovë,0
HxuCXIgilFc,@halilzgura43,o tani qenka shalqi papjekure,1
J5Cg86mX9kc,@user-bb8fn7vo3n,idrizi tani flet mire por ai vepruar gjithmonë kundra shqipërisëeshte mare punera tjera eshte pasuruar mire do ngecin ne fytsa vije rradha,0
y-5Vl61eZmY,@user-he4fc1uv5b,rotp ty o idajet po rama ku gjen o moter qr flet apo mban lek rama velija ajoles qe shtyp rama,1
YhRDIGr3Ag0,@resmieqato5758,bere fabrika ke qene fytyre gjer tamam bere ilirjani tepelena,0
SDxqL7L2Ivo,@dritantani1000,shum bukur rama,0
c7b74Ex-kCA,@besbau3803,meta per pushtet putinin ben kualicion vetem tjet aty afer lekvepo kur ke nje popull dele ben cka duashky kriminel ne cdo vend tjeter europian sot dot ishte ne burg,1
HxuCXIgilFc,@dashnorbajrami2431,duhemi ohh popull qu në këmbë rrëzu pushtet herë mir vrasjdrogvjedhjedhumineetj etj,1
gnq_bShXo60,@betingurza3389,beqiri mencur shume ata po heton spaku po shiko veten tende qe non grada,1
xzIKCYl4z38,@edmonddushku6536,saliu hajdut nano hajdut iliri hajdut rama hajdut kush bie mtshiko kush jane gjithe keta shko voto,1
SDxqL7L2Ivo,@arianaabedini6542,kush eshte zuzka ku gjen ky tullaci keto fytyra qe sjell ne studio,1
d8eRvVLfsnI,@agagahjavajskshshs9505,shtetin lidhur o gjergj se jesh shtetin shoh biznesin tënd unëpo shtetin ec biznesi po puntor sje shtetin hec biznesi falimenton leri perrallat o gjergj gënjeshtari,1
zPRIW50IYGU,@blerimameti4434,ahhahhahahahahh,0
9ivr3YoZmCo,@bekihali5516,llapaqent ramoviçit ne sulem kunder opozites kundra opozits,1
f6EPrj5Jjns,@user-es7zc1zy7o,bravo meta se është vetmi shportë mafiozët amerikan,0
gnq_bShXo60,@kostandinoga4312,dhimsesh shume avokat se po vdes per buke,1
HxuCXIgilFc,@bashkimsejdiraj6597,ky është fshatar gëdhëndur,1
8e1U-sfyaXs,@mariaelena8082,ne fund njoha nje gazetar vlera cmuarane rradhe pare njeri pastaj profesionist,0
l2TYc4sf9dw,@stefanostzarmpas3944,ke drejte mor djalesali berisha qene sekretar oganizates partise jo thjesht komunist ai bashke bashibozuket shkaterruan gjithe shqiperineshqiperia deri ne en mbi fabrika uzina deri industri rende kishim rreth avione luftarake tanke nendetese shume tjera eshte qelbesire burre shkaterroi gjitha shiten moren miliardadhe drejtesia dhjet gjak ky ilir meta hajduti thesarit shtetit,1
HxuCXIgilFc,@besbau3803,respekt zoti artan hoxha zoti bekoft ky bythqire tjetri qenka klysh kurve greku,1
R2K4IQGpiGM,@shpresadhimitri9262,po perdridhesh ato se ke cfar thua per punet tua qe jane blozena shpife,1
l2TYc4sf9dw,@marjansemema1855,po gjergji ate tip steme apo stilolapsi edi rames ej njerz veni re kto ps kan njejten stem edi rames,0
D3_B8kKmUjc,@agimveliu1960,vetmi myslym qe ke thone gjerat tamom,1
st4nul77_Oc,@gentjankolleshi7234,ptet report per pressioni rames bere presion fbi kk ruse shume shume shume tjere,0
CMPqrA5suRo,@NezirHaxhi-xe7sn,bravo zavokat no comment ike then gjitha kush vesh sy degjoj shikoj,0
CMPqrA5suRo,@hirabaftic4390,valla ky avokati do thej koken nje dit,1
HxuCXIgilFc,@ardjanmbrrice3043,mir jabere ati kurves grek kurves,1
WDk0jy-CiLs,@Kreshnik5113,madri avokat ngjela,0
xzIKCYl4z38,@user-uo5ut4wi6g,qeshin gazetaret gjith respekt per hajdutin skeni turp ju hajdut per vete,1
y-5Vl61eZmY,@albertobako6592,bravo bravo bravo z idajetkurr ndaloketa plehra kane vendin ne sharre,1
c7b74Ex-kCA,@azmirabutzer5464,tashti dihet kush drejton spakun ja keta plehra qe denohen dokumenta megjithse populli din gjitha por çfar ben ne dore asgje keta dy jane jashteqitja popullit shqipetar,1
c7b74Ex-kCA,@edisonroma,investigim shum serioz komplimemti per punen vertet bravo forza kurajo media mision fisnik verteten,0
zPRIW50IYGU,@rezartberisha8105,ky pi tpaster o alban hahah,0
j7gBiTH3DIg,@sokoltoska15,lafos kote meta spa dielle populli ty mona sala rama keto qe flet jane kote o plepe meta,1
PUyqWp5V3sE,@michelevicardi9264,pd parti legenash hajdut servila shiten shqiperin shkaterruan shqiperingjak prishurte shitur tek greket gabel puro,1
CMPqrA5suRo,@bajramvladi6866,bravo cofet flete verteten pir kuptojen gjith shqipetaret drejtesia shqiptare,0
FtBcuwX8j_0,@hondohondo6060,ai ose ajo ësht agjenti erjon fiku t kan bër qëllim sikur bër heroizëm ajo rrëzua ësht kurdisur ky moment vet grupi lëpirxhive,1
CMPqrA5suRo,@milaimkastrati9040,retorikë zakontë në shqipëri kosovë bdi ishalla vazhdon në shqipëri nisë në kosovë,0
xzIKCYl4z38,@MrKacureli,o djem vajza ngrihuni ikni ai vend beni lodra ketyre qelbasheve qe kujtojn se jan politikan gazetar hajdutikni sa pare sa rinj,1
y-5Vl61eZmY,@silvijuly3754,bless this man,0
zPRIW50IYGU,@miamia8110,haha myt ky loqja gjat corientu se prit eshte msu ata qe blen rrespekte albano bogdo,1
PUyqWp5V3sE,@AlfredGjini-xn3nu,ku gjeni kto bythqira grek,1
9ivr3YoZmCo,@qamildeda7418,analistat jan keq se qentë merret veshte kush fol kush përgjigjet hedhu ni kock merr to,1
sBuYrv_W1hM,@aleksrushiti7009,zoti hoxha përse shkove dëshmimtar në gjyqin belerit ju mund shkoni tek prokrori çëshjes beleri dëshmoni për armët në makinën ku udhëtonte beleri është provë beleri është kapur armë qeveria greke por ai duhet dëshmoj përse armë postkufirit shqipëtar në makinën apo për gjueti është dëshmi vlerën dënimit belerit kriminel bandës antishqipëtare zotërinj mjafton tregoni këtu në emision por shkoni urgjent në prekurori denonconi çështjen armëve pastkufirit shqipëtar rrëmbyera banda kriminale greke udhëhequr beleri pëshpërisni gjëra kaq rëndësushme për gjyqin ndaj belerit shkoni në gjyq flisni denonconi këta akte kriminale në vete,1
c7b74Ex-kCA,@KALLHASH,deri sa njerzt besojn politiken ska ardhmeri kta gjith rejn ska politikan sinqert egziston egzistu,0
XmB6OyA7iQU,@user-kg2ob1tq3k,kur ike atdheu shkove në gjirin armikut në mal zi tani ziun po tregon marrëzira për atdhedashuriturp,1
gnq_bShXo60,@MingaVeis,th,0
Y94GQrRkaGY,@perparimcoraj1349,bravo per cfarqe perfaqeson vetveten jo shtetin kombin shqiptarduhet tu kujtonte greqis ligjin luftes ceshtjen zgjerimit ne det perpara se bertasin frika turqeve dyta ballkani hapur eshte yti se shqiptareve kendershton fundit na bene per vjellur ate fiksimin tende per uluritur gjithe botes divergjencat tua albinin se shkon dakord serbin,1
CMPqrA5suRo,@user-vu1bt4rv7f,akoma idajetin llapaqnin mereni,0
PvlhJPtEstA,@75luani,o duhet tju vrasin fare ju grave shkatrruat familjet,1
SDxqL7L2Ivo,@tokatilire3303,po qfar flet o hajdut po kujt po shef patriotizem po ne shqiperi fshatra tera ku guxojn flasin shqip po nji tradhetar poshter sepse vrasin shqipetaret kurrefar fakti ne greqi luajn maca miun lejojn nji shkoll shqip po kut po shet patriotizem bashkepunon serbin vuqiqin fyne sulmon vllazerit tan ne kosov kujt po shef patriotizem more palaqo keta komentuesit qe ua shperlan trurin krenohen lavderohen per ketë bastard qe kapur shtetin lejon njeri normal jetoji ne kete vend sepse mundesh mbijetosh nese bashkohesh bandave kriminale keta komentues trurin shperlar ku shofim realitetin ku largua popullata ky ju shet patriotizem,1
WDk0jy-CiLs,@klodiansinanai5846,partia derrave pd erdhi koha enverit kush mendon kundërtën akoma avokat ngjela shkoj bëjë shurrën,1
HxuCXIgilFc,@ArtjolLila-my7yy,kape nxire jasht pllemba kete ropqirin vogel llapallapa na kan car karin ropqira shitur,1
HxuCXIgilFc,@a.rossonero7588,o skerdi gjakprishur,1
2MYQBaog-d4,@iris623,ba mire enver hoxha,1
CMPqrA5suRo,@ji-wm9oz,po din ky gjitha keto tna thoje,0
9K0R8kWCauo,@artantare8348,imagjinoni jetë bardhi kryeministër bësh krahasim bardhi xha bequa rama skënderbeun krahasoni xha beqon skënderbeun,1
y-5Vl61eZmY,@kosem-km1yh,po ca lumt beqiritbeqiri dhjet vjet qe fletaro po ne shtepi jan mish orizku eshte burgu tyree ku vari leshin dhise thojniii,1
WDk0jy-CiLs,@gencigenci,ju ja dhate kuvendin spiunit,1
Y94GQrRkaGY,@user-rc6ve1gd8d,baxhellën ku do shkon vete mer,1
HxuCXIgilFc,@LolisKapo-zy7sn,respekte artan bravo,0
y-5Vl61eZmY,@KadriTusha,beqeirinkethirrsispiunqeparashikotearllmenavokatngjelaavokatbyqiri,1
l2TYc4sf9dw,@nailezorba3038,ylli lene foli se aq mencem se saliu,0
HxuCXIgilFc,@tinapacani2684,brravo artan hoxha ke perfaqsu shum shqiptar,0
JD-tAYIpgaA,@Xhevria,ja di po paguan avokati gjellën gatuar ku avokat beqiri ku o xhan ç bëke për paratë denigron njeriun drejtë jepi jepi o xhan jazëk jazëk jazëk,1
8e1U-sfyaXs,@fatmirexhemajli5862,poedh sikur mosedojn flet ne opinjon katunari sk perndryshuar kurr dhunusi dhunus xhithmon,1
SDxqL7L2Ivo,@NamekGregory,valle diskuton km problemin ballkanit hapur qe ai mbeshtet cfar pikesynimesh km per bere shqiperine satelite beogradit nje beograd qe njeh shtetin kosoves cilin pushtuan per shekuj sllavet qe ai ne konsideron miqe miq tije jane por ne shekuj kane qene armiqte shqiperise armiqte shqiptarizmit keshtu jane ndoshta do jene km mbase lexuar ca historira ska dyshim mundet lexoje shume dije shume gjera por detyra tije eshte zbatoje kushtetuten per pronat qe jane grabitur gjithe popullit shqipetar ketu pefshihen shtetasit himariotet kujtedo kombesije,0
gG62Vu4qwsk,@palinerrasi6612,o injorant omonia mjaft o zagar o turp o oa ftyre,1
PUyqWp5V3sE,@vasilistzanis4682,diku thuhet gazetar njohur di sa njoh tille qe su meriton thjesht nxitin racizmin injorancen tyre,1
sBuYrv_W1hM,@user-jx8po8kt3y,po thotë tani bo bustin grekut leshit këtu shkojmë bëjmë m madh,1
