Comment,Label
Jo lamtumir po mirupafshim,0
"Opooo dale more ku vete un ,jo jo zdegjoka ky pupu😣😅😅",0
Kujt I plasi trapi ikni ju ma mir per ne qe rrin 😂,1
Mendoj. Hajt diten e mir faleminderit,0
ajde tung g🧐 po se mos kthehesh mo se na ke thon lamtumir nashi 😉,0
mos ja pafsh bojen shqiperis..,0
Me duket se e ke heren e pare 😂,0
Prit te vi dhe un 😜🤣🤣,0
Tu prift mar ... e njoh kyt ndjenje...,0
Buon viaggio ishalla ste kthejn 😅😅🖐,0
Ta ka fajin shqiperia legen rri aty e rrezoje me vot mos I rri para e mbrapa si legen politikaneve.,1
Lamtumir i thon kur iken nga mali ne kembe e jo me avion,0
Na hiken dhe ca infermiere,0
Hajt lamtumir 🤣,0
NUK PO IKEN NE LUFTE O QAZIM. SI GJITHE TE TJERET DHE TI. NUK JE SPECIAL.,0
"Ti no shyqyr qe po iken, po te del zemra venit nga emocionet. Na bo kot sikur merzitesh duke thon Lamtumir.. po Shnet!! Zoti te rujt.",0
"Lamtumire!!! Sa shpejt i thua lamtumir vendit tend 😒 Cfare mendon se andej ti kan shtruar te gjitha ? Sado i keq per ardhmeri te jet vendi jot , ky do ngelet gjith vendi Ku ti nje dit do kthehesh  perseri . Por nejse hajt lamtumir Po prisje njher se mos Po te kthejn andej nga krahu tjeter sigurohu qe ike pastaj thuaj lamtumire.🤣🤣 Gjithsesi ketij ose kesaj qe Po iken i Uroj mbaresi . Esht keq kur vendi jon nuk na ofron mundesi . Por gjithmon ngelet vendi ku ne kthehemi sa her qe mundemi se na mer malli .",0
Hajd se ktheheni per vitin  e ri,0
Rrug te mbar shnet 👍,0
Si duket nuk ja di kuptimin kesaj fjale...,0
Mirupafshim do kthehem 1 dit me the para shum vitesh ne amerik kur shkove😂😂😂😂😂,0
"e kemi then ""Lamtumiren "" me koh po koka ne shqiperi esht prap",0
KLM,0
"Ti bon sikur po shkon luft ""lamtumirë""..jo sikur iken per jet ma tmir ..😕",0
Ku shkoni do bejm referendum,0
Sikur po futesh n varr qe sdo kthehesh mo 😂😂,0
Ciao 👋,0
Gjithe kta njerez ce po ikin cdo dite kan ngel ne ajer lasgushi dhe migjeni,0
Na mallengjeve tani 😢😂 udh e mbar,0
Ku po shkon ne azil a,0
Shiko shkallet mos biesh e ngel prap aty 😂😂,0
Aman mos ikni si do bej pa ju 😜,0
"..""Lamtumirë"" thjesht duke genjyer veten se te gjithe nje dite kthehemi💁🏻‍♀️😅",0
Prap do vish po he sa te gjesh biletat oferte... hajt rrug te mbare🙋🏼‍♀️,0
Iku dhe nje per ne angli😂,0
Klm te fala kush te pyesi😛😛,0
Mos ardhsh mo ketu 🤭😉😉,0
Mos haro te kthehesh 👋,0
ec konit e boss 🖐,0
Kthehu shqiperia ka nevoj per ty 🙏🏻,0
Gyle Gyle 👋👋,0
Mir qe spo shkruni se ka vonesa 😂😂,0
"lere lamtumire Shqiperi se per 3 muaj kthehesh prap sa te mbaroje viza, po na thuaj sa ore prite derisa u nis Ernesti😂😂😜",0
Sa erdha mbrem me ate Mir se te gjeta shqiperi😍😍😍,0
"Hajd se per 3 muj do vish prap , puc",0
"""Deri sa të na skadoj tremujoreshi i vizës!""",0
Gjeja par si bejne shqiptaret kur ikin jasht shtetit mbajne gjysmen e fisit me shpresa se do i marin me vete 🚫🙈☠🤣🤣🤣🤣,0
Shnet 🙋‍♂️,0
👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏,0
Bravo,0
😍😍😍😍,0
Bravissima 👏👏👏👏 . Shpresoj te behesh nje shembull x te gjithe ne 🙏🙏🙏,0
❤️ E vogel ti 😍,0
❤️❤️❤️❤️❤️❤️ 🙏🙏🙏,0
ZOTI te rujt o bosi e ta boft qashtu Qysh e kie Zemren 🙏,0
👏👏👏👏,0
zoti ta shperbleft 👌👏👏👏,0
Me duket se ke ngatarruar @joqalbania me @shqiptaretpershqiptaret,0
Ishalla zoti ti shton dhe ne pafundesi lumturi te kesh per ndihmen qe ofron,0
😢😢😢,0
Zoti ta shtoft lekin e bereqetin,0
Bravo njeri si  ty I nevojiten shqiperise zoti ta shpreblefte,0
Bravo👏👏👏👏,0
👏👏👏,0
Lexojeni o Njerz qe keni lek e boni selfie me lek me pije me ora e varse dhuroni sado pak jo lypseve qe jan kthy ne mode ne rruge por jasht rruge diku ku dikujt i qan shpirti vertet qe ska vertet te haje qe osht fundi fare mos e shperdoroni lekun pije per ta derdhur apo shpenzime thjesht me ra nsy thjeshtesia osht e bukur sidomos ne shpirt Zoti i ndihmofte te Varferit dhe te Semuret Zoti ju Ndihmofte ju qe Ndihmoni.,0
👏👏,0
Tlumt mësim per tgjith lexojeni deri ne fund 👏🇦🇱,0
Me ne fund nje histori shprese.Te pakten te besojme qe sjemi te rrethuar vetem me njerez te keqinj po me njerez me zemer e shpirt te mire,0
Bravo👏per kontributin .por me shume per keshillen,0
Te rujt zoti math 🙏🙏,0
Bravo👏👏👏👏,0
Nje i vuajtur ia qan hallin te vuajturit....respekte per kte nisem 👏👏👏👏😊,0
Bravo 👏 na mbushe me emocjon dhe lot😢,0
"Sh mire qe ben bamiresi po pse e ben publike , ka shume qe ndihmojn dhe nuk tregojn se cdo e mire behet ne emer te Zotit",0
"Faleminderit qe na zbukurove diten, me kete mesazh kaq pozitiv.
Zoti ta befte mbare ty, dhe fjalet e tua u befshin nje mesazh i rendesishem.",0
❤️😍👏🏻,0
👌,0
❤️👏👏,0
Bravo te qofte zoti ti shtofte❤️,0
Si kta njerez ka nevoj kjo bot o trima jo per story me shisha dhe shampanja!!👎🏻,0
❤️,0
Zero investime..veç vjellje..shum po duron ky popull,0
Spitali horror 🤣🤣🤣,0
☹️☹️☹️😏,0
Ku e keni ate rakipin pam pam pi pi,0
skandal qe vense te sherohesh semuresh zoti sa skandal?,0
"Ktu futesh me 2 smundje, del me 400",0
Avash avash,0
Pamje te njohura,0
Vetem spital nk mund te quhet mjer njerzit me kta horra,1
Fiks sic e ka lene xhaxhi Enveri per monument! 👏😔😔,0
😥😥😥,0
E tmerrshme 🤦🏻‍♀️,0
Te mbydhet direkt,0
Sì film  horror .Ne vend  si te behen  me mir te bjen  kanceri  direkt 😂😂,0
"E kuptoni qe nuk eshte bere asnje investim gjithe keto vite? Cdo gje sic ka qene ne kohen e Enverit, bile asnje llampe se kane nderruar🤦🏻‍♂️",0
Skandallllllllllllllll.......,0
nuk behet vendi jon me kta kriminela qe ka ne pushtet,1
Edhe doni me u fut ne europ 🤦‍♂️,0
horror me pak fjal🤦🏻‍♀️,0
🤔🤔MOS PRISNI NGA QIELLI o njerez. Sa RI DUKE BERE VIDEO E KISHE HAPUR GROPEN DHE E rregulloje VETE.,0
Qenka si fabrike. VETEM SPITAL nuk qenka,0
tmerr nuk dihet a je nshqipri a je a ne vendin e Zimbabve shtetit ma tvarfer nbot.  Si ka mundsi sa tlodh jemi pa  papunsi qeveri jo zdii  vlla katastrof.,0
@eduart_lami,0
"kshu eshte kur shisni voten ose ja jepni ktyre oligarkeve , vuani pasojat",0
"Nuk të zgjidh gjë JOQ,o shokk...😩",0
A ka mbet njeri nprrenjas mo😑😑,0
po qetsohu...ka dhe me keq,0
Ca eshte kjo katastrof shum mer zot 🙄🙄,0
"Edhe ca ka ktu, palidhje postoni!!!",0
Gjithçka mund te ndodh kur jeton n’Kamez 😂😂😂😂😂❌❌❌❌,0
Si dhom horror 😱😱,0
Pam Pam Pam pim pim pim pam,0
ne europ i kerkojn kta spitale dhe nuk i ken ne qe i kemi ankohemi fukc off @rilindjeal 🖕🖕,1
Kamzali ma 😂,1
Faleminderit Kosova 👐❤️,0
Ju lumshin duart,0
Bravo👏👏👏,0
"Ndersa ne Kamez flamujt ngjitur ne shtylla me ngjites skoç bojkaf, pa lidhje komplet.",0
😍😍🔥,0
Rrespekt 🇦🇱🇦🇱🇽🇰🇽🇰,0
🇦🇱👐🦅,0
"🇦🇱🇦🇱🇦🇱🇦🇱 Xhaxhi eri na vjen nga kina 
Deshiron te reklamoje dritat kineze, para se te festoje festat e nentorit 😒🇦🇱🇦🇱🇦🇱🤓🇦🇱",0
💪💪 Shqipeeet 🇦🇱 🇽🇰,0
🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱,0
❤❤❤,0
👏👏👏💪💪💪🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱❤️❤️❤️❤️,0
kuq e zi eshte flamuri kosoves🙄🤔,0
"Ju lumt dora
Rroft shqiperia 🇦🇱🇦🇱🇦🇱
Vdekje pushtetarve",1
@rexhaismajl 👐,0
Respekt për veriun e Shqipërisë 🇦🇱🇽🇰,0
👐♥️🇦🇱,0
Nje gje e hajrit me ne  fund 👌👌🇦🇱👐,0
❤️🇦🇱❤️🇽🇰❤️🇦🇱❤️,0
Ndersa ne tirane lali eri vendos  dritat e. Vitit te ri qe mos te shpenzoje lek,0
Se kuptoj Pse vendosin flamur ne Kosovo Se kosova Ska fest festa esht e shiptarve,0
🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱👏👏👏,0
Lali eri sdi te ndaje festen e flamurit me krishtlindjet🤣🤣🤣🤣 bravoo per ju❤️❤️👏👏🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱,0
Normal per flamurin kuq e zi 🇦🇱 ran deshmor Adem Jashari me shok jo per ate flamur bananesh,1
❤️ kosova zmra shqipnis 🙌👐🏻,0
Me shum  e duan shqiptart e Kosoves Shqiprin e Madhe sesa vet shqiptaret ktu😁😌Kosova❤️❤️,0
Bravo👏,0
"Ndersa lali Eri po stolis Tiranen me dritat e Krishtlindjes, ende pa mbaruar 28-29 Nentori. 🤦‍♂️🤦‍♂️🤦‍♂️",0
🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱❤🖤❤🖤❤🖤❤🖤❤🖤❤🖤❤🖤❤🖤❤🖤,0
Sa bukur,0
Respekte 🇦🇱🇦🇱🇦🇱🇦🇱👏👏👏👏👑,0
Si thot presidenti flak po e kuqe flak edhe Kosova ndersa Shqipria me drita te kuqe😂,0
🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🔥🔥💙💙,0
nn podujev siguria ne pun esht maksimale 😂,0
bravo🇦🇱❤,0
mos te jet makina policis para teje ty t shko shpejtsia 120,0
Brravo ket e bejm edhe ne autostrad,0
po po parakaloi po deshe 200 mijshja direkt se i duhen lek se kan filluar ta bej metod vet ket pun ecin apostafat,0
Ne zonat e banuara a nuk eshte me 40?,0
Parakalo çar pret!!,0
Mos bo gaf me parakalu se ta con me bluetooth gjoben edhe nese ke qen brenda rregullave,0
parakaloe unë i kamë parakalu disaher .skam pas problem,0
Je ne mes te dy kalimesh kembesoresh,0
Robq*rat,1
Bjeri boris shordhoja veshet,0
ata e bej kastile qe ti te parakalosha ata dhe te ndaloj,0
"kur zdin rregullat perse flet kot,shko meso rregullat pst boj video her tj👎",0
Tabela thote 40 por sdo te thote te hecesh me 40 o zoti leku .... ajo do te thote 40 max  dhe kshu qe ik ribej dhe nje her patenten,0
🤜🤛🏿,0
ka gjob per ata qe bllokojn trafikun pa arsye ops🤭qenka xhaxhi polici🤦‍♀️🤣,0
Parakalo po deshe,0
Parakaloje nuk esht se duhet te ecesh me policine,0
zon e banuar ska asnj tabel me 40 km o shoku posht 30 gjith boten,0
Je ne mes te qytetit pse sa don me hec ti me 140,0
"Po aty je ne qytet e nuk lejohet me shpejt 40km dhe policija ka drejt te eci ngadal qe te njerez si puna e jote na myti injoranca prandaj nuk behet i vend dhe nuk ka per tu bere kurr,,,, dhe me mire qe nuk behet se nuk ka njerez",1
kur esht  me siren te fikur ke te drejt parakalimi te policis,0
Nuk I SHIKON njerzit NE rruge o Llaziii. Ku DO ikesh me 40 aty. Shko mere patenten PRAPE por KESAJ HERE JO ME LEKE por ME zotesi.,0
Eshte Me terezi kjo pun🤙,0
ka mar patenten me lek e sigurt😂,0
😂😂😂 do jet shofer i ri N,0
Keq me hec shpejt keq me hec avash 🤦‍♂️🤦‍♂️🤦‍♂️,0
parakaloje mor legenin,1
Po aty nuk eshte autostrad shoku per te ecur me 120 por eshte zon e banuar. Ik perserit edhe nje her testin e patentes por kesaj rradhe pa vez pule😉.,0
Ja kane fajin 🧠 qè skane.. Po polic qe ka 🧠 skamè pa deri nsot 🤨🤨,1
Me terezi e kan ata ca do bejn deri sa te mbarojn turnin 🔥🔥,0
💩💩,1
Realiteti shqipetar😢😢😢😢,0
"nuk e kuptoj , po ata te shkret clidhje kan me Ramen ? 😅 ah populli i shkret ku po shkon 😏 te ishe aq i mir ti nuk do i beje video , por do u jepje disa te shkoqura x bukë . Shqiptari i shkret vuan per fam 😐",0
Pse ne kohen e Sales hanin mish me oris keta ..Gjynah mund te thuash po jepi ti buk mish oris ..se jeni edhe faqa me Lek ..keni Lek plot .i beni edhe shpi ..plotesojani deshiren ..Se Sala edhe Rama se ben dot ..,0
Vila gju japesh  prap kesht do jetojne.keshtu jetojn prej qindra e qindra vitesh.Ca lidhje ka shteti.Ne kohe te enverit ju jepnin gjithmon katin e pare ne pallate se mbanin kuaj.Esht jetesa e tyre nuk ka lidhje ekonomia fare.,0
Pse lypni jo per qef lypim hajde pyetje hajde 🤦‍♂️,0
"Ky qe paska bo videon paska te ardhme per skenarist filmash
Hallall o dak i paske msu mir ca te thon 👍👏👏",0
Ti pyeti prinderit e tyre pse nuk punoni,0
@taulant_cuku shoku i frances 🤣🤣,0
SA LEKE U DHE QE TE thone SIKUR DESHE TI. O GARIII VETEM te medhenjte JANE te djallezuar JO femijet. Na MBUSHE MENDJEN TI edhe femijet thone Rama ik. JEPU NDONJE LEKE SE SE gjynah LERI VIDEOT E politikes. Nuk zuret mend ASNJE PARTI NUK ESHTE PER popullin por VETEM per vete,1
Ky qenka budall fare po lyptin thot 😂😂,1
Rama as hallven mos ta beft njeri ne çkushte eshte populli. A si sheh femijet neper rruge a flen i qet 😠😠,1
Ju qe beni shou me fatkeqet athu i keni dhan qoft edhe i molto 200 lekshe mos se do ju kthet mrapsh ju e tgjth atyre qe ju duken kta fmi fatkec,0
😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂 na dhjet tu qesh me rop shpie,1
Po dhe ktu rama ik..kto ket gjendje kan pas gjithmon...ti ne vend qe tu blesh nj sufllaqe u bo video...😏😏,0
E tmerrshme 😢😢😢,0
Populli ia ka mesuar “rama ik”. Aq i vogel e detyroni femijen te thot keto shpifsira.,0
Pse si jep ti mor legen e rri tu i bo vidio,1
😢😢😢😢,0
Paske bo sevat te madhe 1byrek per 1video,0
😓😓,0
Hahhahaaha sa te fort qe ini. Po perse ne cdo problem qe esht ne shqiperi eka fajn rama apo luli  shikoni nje her veten ne pasqyre dhe pastaj flisni ashu  me vidjot dhe sharjet nuke kalohet jeta po vetem me pune pune,0
Varferi ka pas dhe do ket gjithmone fatkeqsisht😔😔. Po ku e merr ti ate te drejt te publikosh femijen e huaj . A nuk eshte gjynah ta perdoresh nje femije te thoje Rama ik??,0
Follow @be.positive.agency,0
Haku i ktyre femijeve i zent ishalla 🙏🏻😒😏,0
Jepu pra ndonj lek tvogel,0
Ti qe e ke bo ket vidjo bravo edhe nje bravo 👏👏👏 shum te sinqert ata me verte jan gjyna por djali ja u ka ber vidjon qe te shofi kryeministri Edirama te mos lej asnje femi rugve te lypi por ti ndimoj se ata jan femi te pa fajshem ju lutem 😡😡,0
Pse kur ishte PD ishim ma Mir keto femij. Ne vend te besh vidjot ndihmoi se gjynah,0
"Ka me i pa zoti ato  t Rames,se do vdesin i dit t gjith 😭",0
Zemraaaat e Vogel 😢💕,0
"O zot sa gjynah , te mjeret femije si jan katandisur keshtu e ata prindër qe kane guximin ti lene keshtu rrugash kaq te vegjël qe jane akoma engjëj e te bukur . 😔😔",0
Kudo nbot ka lypsa se e kan ngjak pranaj ska faj as ky muti qe esht tani as aj muti qe ka qen perpara po fajet i ke ti une ai tjetri se bajm intriga nese ke munsi ndimoj ti une kushdo qe ka munsi ska nevoj per vidjo gjithsesi flm,1
shum gjynaf bruhh @ediramaal ikk zhduku o legen,1
"Kto jan msu me funksionu kshu prej Prinderve tvet , sh keq",0
Per Etik duhet qe tu kishe mbuluar fytyren sepse jan femij sesht mir qe i keni publikuar 😢😢😢,0
Pse si jep ti qe i bo video 😢😢,0
👏👏👏👏👏👏👏🙌,0
"jepu nai lek tashi se dhe me ardh trampi kta prap do lypin, gjithsesi rama ik",0
Lypsat kan ken ne te gjitha kohrat ...ne na vheb keq kur shohim femijet te shfrytzohen nga vet prinderit per qellime personale...detyra e tij eshte perpara se ti sjelli ne bote te mendoje a mund ti rrise ata si gjithe te tjeret jo reugeve e per vete ne klub,0
"Vdekshin ata pushtetare aty mos u ngopshin kurre ,vuajtjet e ketyre femijeve dhe mijra te tjereve te shtypur te mjeruar barke bosh,loti tyre helem per keta te degjeneruar mashtrusa kriminela qe drejtojne ate vend te mjere aty",1
Pse kshu kur ska qen EDI Rama ska pas lypsa ?!ikni se lart nam,0
Po ti sa i bon video pse se sju jep buke ti 🤬,0
Mjerim😕,0
Ti qe ke ber vidion me mir ti kishe ndihmuar me aq se ke pasur mundesi se sa shkon e ben vidio,0
Gjynaf tek zoti,0
"Po pse nuk e ndihmove tiii ""Videoxhiu""...apo Rama Ik 🙈",0
Fitove nai post ne pd ti ? Sa e ke rrogen t partia ??,0
Le ramen po thuj ik atij qe po te filmo🤣🤣🤣🤣🤣🤣,0
Pse mer rac e poshter nkon e sales ska pas kshu eee ose ne kohen e tjerve kudo ka lupsa,1
"Ishalla po ha noj denoncim qe i bon video dhe ju nxjerr ftyren femive qe nuk lejohet, langaraqi dreqit",1
sa gjynah femijet Jan  personat me te pafajshem ne gjithe kete gje,0
"Ti qenke me krye rropqimi qe bene te tilla video, o kokerr legeni, Zoti i rruajt ata femije !!",1
Imagjino due feminet jan tmerru prej gogolit,1
Po pse po lyp o tqr per sport nk po e bon po ska qa me te ushqehete k.r,1
Ca eshte kjo pyetje idiote” pse lypni?” Po ja per qejf kane dale se shef 😒😒😒 spaskeni punet ju lerini njerzit ne hallet e veta,1
😢😢,0
😌😭,0
Sa gjynah pz😥😥,0
Edhe sikur te ken ata ekan ne gjak lypin👍,1
Jo o bos jo nuk lypin per nje cop buk po lypin per nje tutor qe ti shtohet pasuria,0
E kunderta po ndodh populli po ik jo Rama,0
Ku te vej ja iku ....😜😜😜 kushdo qe do vij njesoj do jet gjithnje ose ndoshta me keq,0
E ka fajn baba vet si e ka lshu kur sun e maje,0
"Per me i kap faqet dhe i thene ""shpirti im"" di ti po jam e sigurte q kur t vijne nga pas per ndonje kacole i fut shkelmin edhe ndonje t share!!!Po ik aman.....",0
🤣🤣🤣🤣🤣,0
Po' ai dhe ndonjë lek qe than Rama IK???,0
I dhe ndonjë lek?,0
Yt cop muti tallesh me tvarfrin tu ber intervista,1
E shikon qa pytje pse lypni ju? 🤣🤣🤣 lypin per pordh 😆😆😆,1
Fajin e ka prindi qe nuk futen ne pune edhe nuk krijojne nje shtrese👎👎,0
😢😢te kepusin shpirtin,0
@1laska  kam mi dhan 10mi lek vetem ler at fjal,0
Sa  lypin  kshu  ne  dit  na  halli  e  kan  kjo  bot  kshu  osht  saju  me  lypsa  dhe  me  bossa,0
po pse si jep ti noj lek se gjynah po thuaj mir qe gjete me i bo video.,0
Pse lypni thot... lypin per 🍑,0
Te pakten jepu naj lek se gjynah😢😢. Femijet jane krijesa me pafjshme ne ket bote.. Dhe pse ndodhen ne kete gjendje eshte gjynah ti perbuzni. 😢😢 Zoti ju ndihmoft zemrat e vogla 💔🙏🙏,0
o zott sa gjynah💔😥,0
E ti qe i ke filmuar Pse nuk i more ti ulje diku te hanin ose ti bleje dicka Po i ke filmuar dhe Po i ve neper rrjetet sociale ai esht minoren Ku e more te drejten ti ta publikosh,0
Po ik re se kto lloj kshu jan msu mo na cani shum bythen,1
Te dale dhe ky qe u ben video dhe tlyp i fije tru🤷🏿‍♀️,1
Rama ik o t'honkshin qent,1
O shqipe Ityne qe ju ke ba video gjith boten jua jep prap lypin kshuqe eshte pak si me te futme kjo gje si populli si shteti nje mut jeni,1
Gjynaf,0
🙏,0
😭😭😭😭😭😭😭,0
Esht vertet per te arth keq ... kur shef keta femi pa nje te ardhme  dhe pa buk sikur thon ne video ...☹☹🙏,0
Gjynah 🙄,0
🤦‍♀️😢,0
😥😥,0
Po ca njerzish jeni moo ... nuk shikojne problemin qe po paraqitet ne video por shikojne pse ai e ka bo videon kshu pse si ka ndihmuar ai jo po pse eshte me fytyre kalamani ..po ku e dini ju cka ndodh mbas videos? ai qe e ka filmuar mund tju ket dhene nje shume modeste si mbas mundesise ... por shqiptari shikon si e si te merret me tjetrin pune e tjetrit jo se cduhet bej ai vet si person fizik ... per te ardhur keq 😑😑😔,0
Edhe ju qe i filmoni dhe i nxirrni ketu bravo ju qoft se gje te madhe keni bere 👍👍👍👍,0
gjynah fmija..fajin e kan prindrit 😶 tcojn b... tpunojn te emigrojn e jo tnxjerrin fmit ftoht shoh dimer tpaftyr,1
Shiko nuk jam rracist ndaj ktyre por i njof shum mir ktyre jepu edhe 100.000 euro kta perseri do lypin e kan ne gen 😒,0
Rama ik se as per bari nuk je😆😆😆,1
mjerim qe perdor ti ne rralle te pare femijet per gjera politike 🤨,0
I shtyn prindrit qe te dalin te lypin,0
Pse i nxirrni femijet me fytyre eshte e ndaluar me ligj,0
Gjynah 🙈🙏🏻,0
💝😢,0
"Tani ky kameramani , filmoi per te treguar mjerimin apo per te bere propagande 🤯🤯🤯!!?? Ju kenaq shpirti qe ai femija po lyp,aq sa do ti haje zemren.",0
"🥺allah sa gjyna ,ky tallet me rama ik cnccn",0
“Po pse lypni ju?” pyetje me IQ shume te larte😂👏😑,0
Po ky rrrota k.. Kap fmite ne vidjo per ca klike. Ndihmoji o k jo ti futesh ktu,1
🤣🤣🤣😜✌✌✌,0
Sa gjuna po mjer Shqiperia Rama ik..,0
Jo vlla  sesht turp sepse e shef  buken  ndor  jo ramma ik po rama burg🙏,0
Po pse iben vidjot ti se gunaf na zoti ju vraft zoti qe tallemi me fukarejnt,1
Po ky rrotaa k.. Kap fmite ne vidjo per ca klike. Ndihmoji o legenn jo ti futesh ktu,1
Tragji-komike,0
😢😍😍,0
Po ta kishin te gjith njerzit zemren e nje femije ather bota do te ishte shum ndryshe,0
Pse si jep ti qe I bo video!,0
@ernesttoo_  sa her te kam then mos mer me gazeta hahahahaha,0
😂😂😂😂😂,0
😂😂😂😂😂👏👏👏👏,0
Hahahahahahahaha,0
Lat nam,0
I kan maru letrat higjenike kushedi..dhe perdor gazet...😂😂,0
Nuk u be nami,0
😂😂😂😂😂😂😂😂,0
😂,0
😂Hahaaa,0
🤣,0
Deshperim,0
I shesin me gjys cmimi.,0
per cfare e mori me fshi bythen 🤣🤣😂😂,1
kan me vjedh nai dite dhe letra bythe 😂😂,1
haahhah gjigand fare,0
gjigand fare...,0
Mos e kishte per banjo se skan lek te blejn letra per banio 🤣🤣🤣,0
😱😱🙈,0
"Edhe ju vrap ktu ty  tregu per gazeta,qe si lexon njeri ju vjen keq  llafazan😂😂",0
@romina_roel_ o Rrusho ti e more gazeten🤦‍♀️,0
"Nje video per te qeshur dhe per te qare ne te njejten kohe ,kjo video tregon me shume nga sa duket ne te,tregon qe shqipetaret akoma vazhdojne te lexojne....dhe nese s kane leke te blejne nje gazete do ta gjejne nje menyre.",0
Pa pun esht i duhet ta lexoj naj informacion,0
Jan tu na vjell brekt ntel e jo ma gazetat 😂😂,0
😂,0
Duhen me la xhamat se nuk len varra 😂😂😂😂😂,0
qyqaaa kulmi per 300 lek te vjetra ben robi veten 🤦🏻‍♀️🤦🏻‍♀️,0
po ik e se lat nam,0
😂😂,0
Rama e ka fajn 😂,0
30 lek bo,0
"Njehere tapetat, tani gazetat....festat po afrojne",0
"Kush e di si e kish hallin, eshte ftohur tjetri, e zuri 😂😱",0
Kjo tregon se ka shum njerez qe zvuajn 😥😥😥,0
Wa kulmi 🤦‍♀️,0
Me siguri e ka zen Barku..skishte me se te fshinte b***n 🤣,1
Ka ardh kulmi pr 20 lek,0
Edhe ai ka nevoj te informohet si ti po si del llogaria po ta blej gazeten cdo dit kshuqe 🖕🏻,1
🙈🙈🙈,0
Ku ka arritur deshperimi,0
Keto ju lene mbrapa juve😑,0
Feste cunat 😂😂,0
O qpo knaqen burgagjit me zogun 😉,0
Hahahahahahahahaj 😂😂,0
Aty do shihe jete kjo bucja🤣🤣🤣,1
@s4mi_so1 aty asht me ta dhan denimin ty 😂😂😂,0
I shkreti ti,0
dhurat per vitin e ri cunat e peqinit ke per tu ber nje kllocke e mir 😂😂,0
Lot pederasti tu marr me pun te pista😂,1
Kujdes Sapunin 😂😂,0
Shpetuan çunat 😂,0
Aa cdo heqi zogu shkret 😂😂,0
😂😂 me lot,0
@albano_elezi  ti qe i qave hallin gjynaf i shkreti 😂😂😂😂😂,0
Ne dhomen e çunave de vuaje denimin apo te gocave? Hahah😂😂,0
Do tja shqyejn kafazin zogut,0
Ku e bon dhe ky kete pune i bie me te q.. breshka ne malore 🤣🤣,1
Del mos I qani hallin ka shoqeri tmadhe se len brenda se u duhet,0
Si do e kapi sapunin zoguuu,0
🤣,0
Fest cunat,0
Ku e kan cu te burgu i burrave apo i grave..??!!🤔🤔,0
😂😂😂😂😂😂 @rildi.balla  shkoi boi noi vizit 😂,0
Do fitoi me shume ne burg 😜,0
O teta . Ca BEN ATY ti🤣🤣🤣🤣,0
Paska ra rahat nher e Mir,0
@mishel.xhaferi Ska shance te ngrihet me ne kemb 😂,0
Avash sapunin,0
Do e cojn ke burgu grave,0
Hahahaahaaahahahaah 🤣🤣🤣🤣🤣🤣,0
E keni bo bajat ..se a thu i ke nxjerr ky se vet kan desh ata femnat me shku se si ka bo me zor ..sido qe te jet hermesi esh njeri flori ..po at pun keni ju vec me gjyku njerzit sshifni i her veten para .,0
Po nuk ofendohet burgu peqinit me kto plehra,0
Kan me myt zogun,0
Ka peqini goca tbukra,0
Kape pak sapunin plako,0
KY e hedh vet sapunin PA merak,0
"Te vendi i preferuar 🤣🤣🤣 lum burgu qe do ket brenda kte,sdo vuajn me biceps me cunat brenda🤣",0
Dhurata per vit te ri per burgaxhit e peqinit 💪hahahahahaha,0
Uuuuuu sa qef ktu brenda,0
I lum aj qe eshte ne dhom me ty😂,0
Qef cunat ne burg tani😂😂😂,0
😂😂😂😂🙏🙏🙏,0
Ndize turbon tani ahaha,0
Shife luxin mir tani mqs sjeton dot pa te 🤑,0
Tani je bo tamon zocke 😂😂😂,0
Ky kerkon me nejt nburg.  Sdo me dal mo,0
Ishalla e cojn te burgu grave se me te burgu burrave do kaloj rezik deshtimi direkt 😂😂😂😂😂,0
Shnet i bahet si ban pershtypje ka shku i stervitun,0
Po i neroka cunat e Peqinit hahahahah,0
".... Fjalet zogut djali i degjoi, qau, e puthi, pastaj e leshoi....😂😂😂 Regjia: Aldo Lipe, Koreografia: Dajana Shabani😂😂😂😂😂😂😂",0
Bythen si byrecke do te ta bejne hajd me kem te lehta,1
Kot si ka bo buzt zogu i erdh dita ti fusi n pun 😂,1
😂😂😂 Vdiqa,0
Dhurata Per Cunat e Burgut Per Festat e Fund Vitit . Do Zihen Cunat Kush do e Mari ne Dhom 😂😂😂,0
